player1,player2,odds_player1,odds_player2,tournament,round,target,tournament_enc,round_enc,model_prob,book_prob,value
Sconfitto,Cirstea S.,1.8,2.0,Ladies Linz Open,1st Round,0,12,0,0.5587857142857142,0.5555555555555556,0.00581428571428555
Ruzic A.,Sconfitto,1.33,3.4,Ladies Linz Open,1st Round,1,12,0,0.9166666666666667,0.7518796992481203,0.21916666666666673
Sconfitto,Ruzic A.,3.4,1.33,Ladies Linz Open,1st Round,0,12,0,0.08333333333333331,0.29411764705882354,-0.7166666666666668
Tauson C.,Sconfitto,1.44,2.75,Ladies Linz Open,1st Round,1,12,0,0.5831666666666667,0.6944444444444444,-0.16023999999999994
Sconfitto,Tauson C.,2.75,1.44,Ladies Linz Open,1st Round,0,12,0,0.4174920634920634,0.36363636363636365,0.14810317460317446
Sorribes Tormo S.,Sconfitto,1.73,2.1,Ladies Linz Open,1st Round,1,12,0,1.0,0.5780346820809249,0.73
Sconfitto,Sorribes Tormo S.,2.1,1.73,Ladies Linz Open,1st Round,0,12,0,0.0,0.47619047619047616,-1.0
Sramkova R.,Sconfitto,1.73,2.1,Ladies Linz Open,1st Round,1,12,0,1.0,0.5780346820809249,0.73
Sconfitto,Sramkova R.,2.1,1.73,Ladies Linz Open,1st Round,0,12,0,0.0,0.47619047619047616,-1.0
Potapova A.,Sconfitto,1.1,7.0,Ladies Linz Open,1st Round,1,12,0,1.0,0.9090909090909091,0.10000000000000009
Sconfitto,Potapova A.,7.0,1.1,Ladies Linz Open,1st Round,0,12,0,0.09,0.14285714285714285,-0.37
Sasnovich A.,Sconfitto,1.62,2.3,Ladies Linz Open,1st Round,1,12,0,0.965,0.6172839506172839,0.5633000000000001
Sconfitto,Sasnovich A.,2.3,1.62,Ladies Linz Open,1st Round,0,12,0,0.04,0.4347826086956522,-0.908
Martic P.,Sconfitto,2.5,1.53,Ladies Linz Open,1st Round,1,12,0,0.6041666666666667,0.4,0.510416666666667
Sconfitto,Martic P.,1.53,2.5,Ladies Linz Open,1st Round,0,12,0,0.39,0.6535947712418301,-0.4033
Yastremska D.,Sconfitto,1.73,2.1,Ladies Linz Open,1st Round,1,12,0,1.0,0.5780346820809249,0.73
Sconfitto,Yastremska D.,2.1,1.73,Ladies Linz Open,1st Round,0,12,0,0.0,0.47619047619047616,-1.0
Avanesyan E.,Sconfitto,1.8,2.0,Ladies Linz Open,1st Round,1,12,0,0.5587857142857142,0.5555555555555556,0.00581428571428555
Sconfitto,Avanesyan E.,2.0,1.8,Ladies Linz Open,1st Round,0,12,0,0.45457359307359296,0.5,-0.09085281385281407
Blinkova A.,Sconfitto,1.5,2.63,Ladies Linz Open,1st Round,1,12,0,0.755,0.6666666666666666,0.13250000000000006
Sconfitto,Blinkova A.,2.63,1.5,Ladies Linz Open,1st Round,0,12,0,0.8115000000000001,0.3802281368821293,1.1342450000000004
Tauson C.,Sconfitto,1.22,4.33,Ladies Linz Open,2nd Round,1,12,1,0.6816666666666665,0.819672131147541,-0.1683666666666669
Sconfitto,Tauson C.,4.33,1.22,Ladies Linz Open,2nd Round,0,12,1,0.115,0.23094688221709006,-0.50205
Sakkari M.,Sconfitto,1.33,3.4,Ladies Linz Open,2nd Round,1,12,1,0.397,0.7518796992481203,-0.4719899999999999
Sconfitto,Sakkari M.,3.4,1.33,Ladies Linz Open,2nd Round,0,12,1,0.17333333333333337,0.29411764705882354,-0.4106666666666665
Potapova A.,Sconfitto,1.53,2.5,Ladies Linz Open,2nd Round,1,12,1,0.735,0.6535947712418301,0.12454999999999994
Sconfitto,Potapova A.,2.5,1.53,Ladies Linz Open,2nd Round,0,12,1,0.23,0.4,-0.42499999999999993
Yastremska D.,Sconfitto,1.67,2.2,Ladies Linz Open,2nd Round,1,12,1,0.7273333333333332,0.5988023952095809,0.21464666666666643
Sconfitto,Yastremska D.,2.2,1.67,Ladies Linz Open,2nd Round,0,12,1,0.06535714285714285,0.45454545454545453,-0.8562142857142857
Martic P.,Sconfitto,3.2,1.36,Ladies Linz Open,2nd Round,1,12,1,0.13666666666666666,0.3125,-0.5626666666666666
Sconfitto,Martic P.,1.36,3.2,Ladies Linz Open,2nd Round,0,12,1,0.237,0.7352941176470588,-0.6776800000000001
Blinkova A.,Sconfitto,3.5,1.3,Ladies Linz Open,2nd Round,1,12,1,0.74,0.2857142857142857,1.5899999999999999
Sconfitto,Blinkova A.,1.3,3.5,Ladies Linz Open,2nd Round,0,12,1,0.125,0.7692307692307692,-0.8375
Muchova K.,Sconfitto,1.17,5.0,Ladies Linz Open,2nd Round,1,12,1,0.9790000000000001,0.8547008547008548,0.14542999999999995
Sconfitto,Muchova K.,5.0,1.17,Ladies Linz Open,2nd Round,0,12,1,0.1,0.2,-0.5
Alexandrova E.,Sconfitto,1.57,2.38,Ladies Linz Open,2nd Round,1,12,1,0.93,0.6369426751592356,0.4601000000000002
Sconfitto,Alexandrova E.,2.38,1.57,Ladies Linz Open,2nd Round,0,12,1,0.1681666666666667,0.42016806722689076,-0.5997633333333333
Yastremska D.,Sconfitto,2.2,1.67,Ladies Linz Open,Quarterfinals,1,12,4,0.72,0.45454545454545453,0.5840000000000001
Sconfitto,Yastremska D.,1.67,2.2,Ladies Linz Open,Quarterfinals,0,12,4,0.36,0.5988023952095809,-0.39880000000000004
Tauson C.,Sconfitto,1.36,3.2,Ladies Linz Open,Quarterfinals,1,12,4,0.525,0.7352941176470588,-0.2859999999999999
Sconfitto,Tauson C.,3.2,1.36,Ladies Linz Open,Quarterfinals,0,12,4,0.05466666666666667,0.3125,-0.8250666666666666
Muchova K.,Sconfitto,1.2,4.5,Ladies Linz Open,Quarterfinals,1,12,4,0.9083333333333333,0.8333333333333334,0.08999999999999986
Sconfitto,Muchova K.,4.5,1.2,Ladies Linz Open,Quarterfinals,0,12,4,0.01,0.2222222222222222,-0.955
Alexandrova E.,Sconfitto,1.36,3.2,Ladies Linz Open,Quarterfinals,1,12,4,0.525,0.7352941176470588,-0.2859999999999999
Sconfitto,Alexandrova E.,3.2,1.36,Ladies Linz Open,Quarterfinals,0,12,4,0.05466666666666667,0.3125,-0.8250666666666666
Yastremska D.,Sconfitto,2.5,1.53,Ladies Linz Open,Semifinals,1,12,5,0.2,0.4,-0.5
Sconfitto,Yastremska D.,1.53,2.5,Ladies Linz Open,Semifinals,0,12,5,0.33,0.6535947712418301,-0.4951
Alexandrova E.,Sconfitto,3.4,1.33,Ladies Linz Open,Semifinals,1,12,5,0.8,0.29411764705882354,1.7200000000000002
Sconfitto,Alexandrova E.,1.33,3.4,Ladies Linz Open,Semifinals,0,12,5,0.11,0.7518796992481203,-0.8537
Alexandrova E.,Sconfitto,1.67,2.2,Ladies Linz Open,The Final,1,12,6,0.8,0.5988023952095809,0.3360000000000001
Sconfitto,Alexandrova E.,2.2,1.67,Ladies Linz Open,The Final,0,12,6,0.27,0.45454545454545453,-0.4059999999999999
Osorio M.,Sconfitto,1.5,2.63,Singapore Open,1st Round,1,19,0,0.6571111111111112,0.6666666666666666,-0.014333333333333198
Sconfitto,Osorio M.,2.63,1.5,Singapore Open,1st Round,0,19,0,0.16583333333333333,0.3802281368821293,-0.5638583333333334
Li A.,Sconfitto,1.5,2.63,Singapore Open,1st Round,1,19,0,0.6571111111111112,0.6666666666666666,-0.014333333333333198
Sconfitto,Li A.,2.63,1.5,Singapore Open,1st Round,0,19,0,0.16583333333333333,0.3802281368821293,-0.5638583333333334
Joint M.,Sconfitto,1.8,2.0,Singapore Open,1st Round,1,19,0,0.32827777777777767,0.5555555555555556,-0.40910000000000013
Sconfitto,Joint M.,2.0,1.8,Singapore Open,1st Round,0,19,0,0.47416666666666674,0.5,-0.05166666666666653
Bucsa C.,Sconfitto,4.0,1.25,Singapore Open,1st Round,1,19,0,0.725,0.25,1.9
Sconfitto,Bucsa C.,1.25,4.0,Singapore Open,1st Round,0,19,0,0.795,0.8,-0.006249999999999978
Sawangkaew M.,Sconfitto,2.3,1.62,Singapore Open,1st Round,1,19,0,0.8908333333333333,0.4347826086956522,1.0489166666666665
Sconfitto,Sawangkaew M.,1.62,2.3,Singapore Open,1st Round,0,19,0,0.25717460317460317,0.6172839506172839,-0.5833771428571428
Kalinskaya A.,Sconfitto,1.44,2.75,Singapore Open,1st Round,1,19,0,0.9262142857142857,0.6944444444444444,0.3337485714285713
Sconfitto,Kalinskaya A.,2.75,1.44,Singapore Open,1st Round,0,19,0,0.08383333333333334,0.36363636363636365,-0.7694583333333334
Salkova D.,Sconfitto,2.0,1.8,Singapore Open,1st Round,1,19,0,0.47416666666666674,0.5,-0.05166666666666653
Sconfitto,Salkova D.,1.8,2.0,Singapore Open,1st Round,0,19,0,0.32827777777777767,0.5555555555555556,-0.40910000000000013
Waltert S.,Sconfitto,2.1,1.73,Singapore Open,1st Round,1,19,0,0.8581822344322344,0.47619047619047616,0.8021826923076922
Sconfitto,Waltert S.,1.73,2.1,Singapore Open,1st Round,0,19,0,0.14113492063492067,0.5780346820809249,-0.7558365873015873
Birrell K.,Sconfitto,2.63,1.5,Singapore Open,1st Round,1,19,0,0.16583333333333333,0.3802281368821293,-0.5638583333333334
Sconfitto,Birrell K.,1.5,2.63,Singapore Open,1st Round,0,19,0,0.6571111111111112,0.6666666666666666,-0.014333333333333198
Baptiste H.,Sconfitto,1.91,1.91,Singapore Open,1st Round,1,19,0,0.7844682539682539,0.5235602094240838,0.498334365079365
Sconfitto,Baptiste H.,1.91,1.91,Singapore Open,1st Round,0,19,0,0.7844682539682539,0.5235602094240838,0.498334365079365
Timofeeva M.,Sconfitto,3.2,1.36,Singapore Open,1st Round,1,19,0,0.46716666666666656,0.3125,0.494933333333333
Sconfitto,Timofeeva M.,1.36,3.2,Singapore Open,1st Round,0,19,0,0.5876666666666668,0.7352941176470588,-0.20077333333333314
Gadecki O.,Sconfitto,2.0,1.8,Singapore Open,1st Round,1,19,0,0.47416666666666674,0.5,-0.05166666666666653
Sconfitto,Gadecki O.,1.8,2.0,Singapore Open,1st Round,0,19,0,0.32827777777777767,0.5555555555555556,-0.40910000000000013
Wang Xin.,Sconfitto,1.53,2.5,Singapore Open,1st Round,1,19,0,0.9598333333333332,0.6535947712418301,0.46854499999999977
Sconfitto,Wang Xin.,2.5,1.53,Singapore Open,1st Round,0,19,0,0.06,0.4,-0.85
Teichmann J.,Sconfitto,1.67,2.2,Singapore Open,1st Round,1,19,0,0.69,0.5988023952095809,0.15229999999999988
Sconfitto,Teichmann J.,2.2,1.67,Singapore Open,1st Round,0,19,0,0.3433333333333334,0.45454545454545453,-0.24466666666666648
Mertens E.,Sconfitto,1.36,3.2,Singapore Open,1st Round,1,19,0,0.5876666666666668,0.7352941176470588,-0.20077333333333314
Sconfitto,Mertens E.,3.2,1.36,Singapore Open,1st Round,0,19,0,0.46716666666666656,0.3125,0.494933333333333
Maria T.,Sconfitto,2.3,1.62,Singapore Open,1st Round,1,19,0,0.8908333333333333,0.4347826086956522,1.0489166666666665
Sconfitto,Maria T.,1.62,2.3,Singapore Open,1st Round,0,19,0,0.25717460317460317,0.6172839506172839,-0.5833771428571428
Osorio M.,Sconfitto,1.53,2.5,Singapore Open,2nd Round,1,19,1,0.91,0.6535947712418301,0.3923000000000001
Sconfitto,Osorio M.,2.5,1.53,Singapore Open,2nd Round,0,19,1,0.09,0.4,-0.775
Sawangkaew M.,Sconfitto,2.2,1.67,Singapore Open,2nd Round,1,19,1,0.8926666666666666,0.45454545454545453,0.9638666666666666
Sconfitto,Sawangkaew M.,1.67,2.2,Singapore Open,2nd Round,0,19,1,0.11,0.5988023952095809,-0.8163
Kalinskaya A.,Sconfitto,1.4,3.0,Singapore Open,2nd Round,1,19,1,0.9041666666666666,0.7142857142857143,0.26583333333333314
Sconfitto,Kalinskaya A.,3.0,1.4,Singapore Open,2nd Round,0,19,1,0.011666666666666665,0.3333333333333333,-0.965
Li A.,Sconfitto,1.53,2.5,Singapore Open,2nd Round,1,19,1,0.91,0.6535947712418301,0.3923000000000001
Sconfitto,Li A.,2.5,1.53,Singapore Open,2nd Round,0,19,1,0.09,0.4,-0.775
Birrell K.,Sconfitto,2.0,1.8,Singapore Open,2nd Round,1,19,1,0.9121666666666667,0.5,0.8243333333333334
Sconfitto,Birrell K.,1.8,2.0,Singapore Open,2nd Round,0,19,1,0.09766666666666668,0.5555555555555556,-0.8241999999999999
Mertens E.,Sconfitto,1.22,4.33,Singapore Open,2nd Round,1,19,1,0.23,0.819672131147541,-0.7194
Sconfitto,Mertens E.,4.33,1.22,Singapore Open,2nd Round,0,19,1,0.24666666666666665,0.23094688221709006,0.0680666666666665
Wang Xin.,Sconfitto,1.91,1.91,Singapore Open,2nd Round,1,19,1,0.5508333333333332,0.5235602094240838,0.052091666666666425
Sconfitto,Wang Xin.,1.91,1.91,Singapore Open,2nd Round,0,19,1,0.5508333333333332,0.5235602094240838,0.052091666666666425
Teichmann J.,Sconfitto,1.57,2.38,Singapore Open,2nd Round,1,19,1,0.735,0.6369426751592356,0.15395000000000003
Sconfitto,Teichmann J.,2.38,1.57,Singapore Open,2nd Round,0,19,1,0.5468333333333334,0.42016806722689076,0.3014633333333334
Li A.,Sconfitto,1.57,2.38,Singapore Open,Quarterfinals,1,19,4,0.9583333333333333,0.6369426751592356,0.5045833333333334
Sconfitto,Li A.,2.38,1.57,Singapore Open,Quarterfinals,0,19,4,0.18666666666666665,0.42016806722689076,-0.5557333333333334
Kalinskaya A.,Sconfitto,1.36,3.2,Singapore Open,Quarterfinals,1,19,4,0.88,0.7352941176470588,0.19680000000000009
Sconfitto,Kalinskaya A.,3.2,1.36,Singapore Open,Quarterfinals,0,19,4,0.06333333333333332,0.3125,-0.7973333333333333
Wang Xin.,Sconfitto,1.4,3.0,Singapore Open,Quarterfinals,1,19,4,0.99,0.7142857142857143,0.3859999999999999
Sconfitto,Wang Xin.,3.0,1.4,Singapore Open,Quarterfinals,0,19,4,0.0,0.3333333333333333,-1.0
Mertens E.,Sconfitto,1.4,3.0,Singapore Open,Quarterfinals,1,19,4,0.99,0.7142857142857143,0.3859999999999999
Sconfitto,Mertens E.,3.0,1.4,Singapore Open,Quarterfinals,0,19,4,0.0,0.3333333333333333,-1.0
Mertens E.,Sconfitto,1.44,2.75,Singapore Open,Semifinals,1,19,5,0.92,0.6944444444444444,0.3248
Sconfitto,Mertens E.,2.75,1.44,Singapore Open,Semifinals,0,19,5,0.04,0.36363636363636365,-0.89
Mertens E.,Sconfitto,1.44,2.75,Singapore Open,The Final,1,19,6,0.72,0.6944444444444444,0.036799999999999944
Sconfitto,Mertens E.,2.75,1.44,Singapore Open,The Final,0,19,6,0.05,0.36363636363636365,-0.8625
Sonobe W.,Sconfitto,2.38,1.57,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.6418333333333334,0.42016806722689076,0.5275633333333334
Sconfitto,Sonobe W.,1.57,2.38,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.08,0.6369426751592356,-0.8744
Krueger A.,Sconfitto,2.2,1.67,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.7110714285714286,0.45454545454545453,0.564357142857143
Sconfitto,Krueger A.,1.67,2.2,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.24626190476190477,0.5988023952095809,-0.588742619047619
Volynets K.,Sconfitto,2.1,1.73,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.5684880952380952,0.47619047619047616,0.19382499999999991
Sconfitto,Volynets K.,1.73,2.1,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.43852380952380954,0.5780346820809249,-0.24135380952380947
Sun L.,Sconfitto,2.5,1.53,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.731,0.4,0.8274999999999999
Sconfitto,Sun L.,1.53,2.5,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.16,0.6535947712418301,-0.7552
Kudermetova V.,Sconfitto,2.1,1.73,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.5684880952380952,0.47619047619047616,0.19382499999999991
Sconfitto,Kudermetova V.,1.73,2.1,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.43852380952380954,0.5780346820809249,-0.24135380952380947
Fernandez L.A.,Sconfitto,1.17,5.0,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.49,0.8547008547008548,-0.4267000000000001
Sconfitto,Fernandez L.A.,5.0,1.17,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.18,0.2,-0.10000000000000009
Noskova L.,Sconfitto,1.73,2.1,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.43852380952380954,0.5780346820809249,-0.24135380952380947
Sconfitto,Noskova L.,2.1,1.73,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.5684880952380952,0.47619047619047616,0.19382499999999991
Linette M.,Sconfitto,2.1,1.73,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.5684880952380952,0.47619047619047616,0.19382499999999991
Sconfitto,Linette M.,1.73,2.1,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.43852380952380954,0.5780346820809249,-0.24135380952380947
Bencic B.,Sconfitto,1.2,4.5,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.97,0.8333333333333334,0.16399999999999992
Sconfitto,Bencic B.,4.5,1.2,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.06,0.2222222222222222,-0.73
Pavlyuchenkova A.,Sconfitto,1.62,2.3,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.8165,0.6172839506172839,0.3227300000000002
Sconfitto,Pavlyuchenkova A.,2.3,1.62,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.11900000000000001,0.4347826086956522,-0.7263
Vondrousova M.,Sconfitto,1.73,2.1,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.43852380952380954,0.5780346820809249,-0.24135380952380947
Sconfitto,Vondrousova M.,2.1,1.73,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.5684880952380952,0.47619047619047616,0.19382499999999991
Jabeur O.,Sconfitto,1.5,2.63,Abu Dhabi WTA Women's Tennis Open,1st Round,1,2,0,0.895265873015873,0.6666666666666666,0.34289880952380947
Sconfitto,Jabeur O.,2.63,1.5,Abu Dhabi WTA Women's Tennis Open,1st Round,0,2,0,0.156,0.3802281368821293,-0.58972
Bencic B.,Sconfitto,1.57,2.38,Abu Dhabi WTA Women's Tennis Open,2nd Round,1,2,1,0.4768333333333332,0.6369426751592356,-0.25137166666666677
Sconfitto,Bencic B.,2.38,1.57,Abu Dhabi WTA Women's Tennis Open,2nd Round,0,2,1,0.4421666666666667,0.42016806722689076,0.05235666666666661
Vondrousova M.,Sconfitto,2.0,1.8,Abu Dhabi WTA Women's Tennis Open,2nd Round,1,2,1,0.8698611111111112,0.5,0.7397222222222224
Sconfitto,Vondrousova M.,1.8,2.0,Abu Dhabi WTA Women's Tennis Open,2nd Round,0,2,1,0.2118333333333333,0.5555555555555556,-0.6187
Rybakina E.,Sconfitto,1.08,8.0,Abu Dhabi WTA Women's Tennis Open,2nd Round,1,2,1,0.9933333333333333,0.9259259259259258,0.07279999999999998
Sconfitto,Rybakina E.,8.0,1.08,Abu Dhabi WTA Women's Tennis Open,2nd Round,0,2,1,0.0,0.125,-1.0
Fernandez L.A.,Sconfitto,1.33,3.4,Abu Dhabi WTA Women's Tennis Open,2nd Round,1,2,1,0.8105555555555556,0.7518796992481203,0.07803888888888899
Sconfitto,Fernandez L.A.,3.4,1.33,Abu Dhabi WTA Women's Tennis Open,2nd Round,0,2,1,0.3520238095238095,0.29411764705882354,0.19688095238095227
Krueger A.,Sconfitto,2.38,1.57,Abu Dhabi WTA Women's Tennis Open,2nd Round,1,2,1,0.4421666666666667,0.42016806722689076,0.05235666666666661
Sconfitto,Krueger A.,1.57,2.38,Abu Dhabi WTA Women's Tennis Open,2nd Round,0,2,1,0.4768333333333332,0.6369426751592356,-0.25137166666666677
Jabeur O.,Sconfitto,1.29,3.75,Abu Dhabi WTA Women's Tennis Open,2nd Round,1,2,1,0.9522222222222223,0.7751937984496123,0.22836666666666683
Sconfitto,Jabeur O.,3.75,1.29,Abu Dhabi WTA Women's Tennis Open,2nd Round,0,2,1,0.02,0.26666666666666666,-0.925
Noskova L.,Sconfitto,2.37,1.54,Abu Dhabi WTA Women's Tennis Open,2nd Round,1,2,1,0.8608333333333333,0.42194092827004215,1.040175
Sconfitto,Noskova L.,1.54,2.37,Abu Dhabi WTA Women's Tennis Open,2nd Round,0,2,1,0.19433333333333333,0.6493506493506493,-0.7007266666666667
Bencic B.,Sconfitto,1.5,2.5,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,1,2,4,0.86,0.6666666666666666,0.29000000000000004
Sconfitto,Bencic B.,2.5,1.5,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,0,2,4,0.12,0.4,-0.7
Krueger A.,Sconfitto,2.3,1.62,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,1,2,4,0.84,0.4347826086956522,0.9319999999999997
Sconfitto,Krueger A.,1.62,2.3,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,0,2,4,0.1975,0.6172839506172839,-0.68005
Rybakina E.,Sconfitto,1.44,2.75,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,1,2,4,0.93,0.6944444444444444,0.33919999999999995
Sconfitto,Rybakina E.,2.75,1.44,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,0,2,4,0.03,0.36363636363636365,-0.9175
Noskova L.,Sconfitto,1.29,3.75,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,1,2,4,0.91,0.7751937984496123,0.17390000000000017
Sconfitto,Noskova L.,3.75,1.29,Abu Dhabi WTA Women's Tennis Open,Quarterfinals,0,2,4,0.11,0.26666666666666666,-0.5875
Krueger A.,Sconfitto,2.5,1.53,Abu Dhabi WTA Women's Tennis Open,Semifinals,1,2,5,0.69,0.4,0.7249999999999999
Sconfitto,Krueger A.,1.53,2.5,Abu Dhabi WTA Women's Tennis Open,Semifinals,0,2,5,0.31,0.6535947712418301,-0.5257000000000001
Bencic B.,Sconfitto,2.3,1.62,Abu Dhabi WTA Women's Tennis Open,Semifinals,1,2,5,0.82,0.4347826086956522,0.8859999999999997
Sconfitto,Bencic B.,1.62,2.3,Abu Dhabi WTA Women's Tennis Open,Semifinals,0,2,5,0.09,0.6172839506172839,-0.8542
Bencic B.,Sconfitto,1.44,2.75,Abu Dhabi WTA Women's Tennis Open,The Final,1,2,6,0.66,0.6944444444444444,-0.04959999999999998
Sconfitto,Bencic B.,2.75,1.44,Abu Dhabi WTA Women's Tennis Open,The Final,0,2,6,0.21,0.36363636363636365,-0.4225
Tomova V.,Sconfitto,1.62,2.3,Transylvania Open,1st Round,1,20,0,0.666059523809524,0.6172839506172839,0.07901642857142899
Sconfitto,Tomova V.,2.3,1.62,Transylvania Open,1st Round,0,20,0,0.2478968253968253,0.4347826086956522,-0.4298373015873018
Lamens S.,Sconfitto,1.73,2.1,Transylvania Open,1st Round,1,20,0,0.4098095238095238,0.5780346820809249,-0.29102952380952385
Sconfitto,Lamens S.,2.1,1.73,Transylvania Open,1st Round,0,20,0,0.36257142857142854,0.47619047619047616,-0.23860000000000003
Dolehide C.,Sconfitto,2.3,1.62,Transylvania Open,1st Round,1,20,0,0.2478968253968253,0.4347826086956522,-0.4298373015873018
Sconfitto,Dolehide C.,1.62,2.3,Transylvania Open,1st Round,0,20,0,0.666059523809524,0.6172839506172839,0.07901642857142899
Kalinina A.,Sconfitto,2.0,1.8,Transylvania Open,1st Round,1,20,0,0.49933333333333335,0.5,-0.0013333333333332975
Sconfitto,Kalinina A.,1.8,2.0,Transylvania Open,1st Round,0,20,0,0.30653968253968245,0.5555555555555556,-0.44822857142857153
Stakusic M.,Sconfitto,2.0,1.8,Transylvania Open,1st Round,1,20,0,0.49933333333333335,0.5,-0.0013333333333332975
Sconfitto,Stakusic M.,1.8,2.0,Transylvania Open,1st Round,0,20,0,0.30653968253968245,0.5555555555555556,-0.44822857142857153
Potapova A.,Sconfitto,1.04,13.0,Transylvania Open,1st Round,1,20,0,0.98,0.9615384615384615,0.019200000000000106
Sconfitto,Potapova A.,13.0,1.04,Transylvania Open,1st Round,0,20,0,0.05566666666666666,0.07692307692307693,-0.27633333333333343
Golubic V.,Sconfitto,1.4,3.0,Transylvania Open,1st Round,1,20,0,0.9158333333333333,0.7142857142857143,0.28216666666666645
Sconfitto,Golubic V.,3.0,1.4,Transylvania Open,1st Round,0,20,0,0.07150000000000001,0.3333333333333333,-0.7855
Danilovic O.,Sconfitto,1.62,2.3,Transylvania Open,1st Round,1,20,0,0.666059523809524,0.6172839506172839,0.07901642857142899
Sconfitto,Danilovic O.,2.3,1.62,Transylvania Open,1st Round,0,20,0,0.2478968253968253,0.4347826086956522,-0.4298373015873018
Sasnovich A.,Sconfitto,2.0,1.8,Transylvania Open,1st Round,1,20,0,0.49933333333333335,0.5,-0.0013333333333332975
Sconfitto,Sasnovich A.,1.8,2.0,Transylvania Open,1st Round,0,20,0,0.30653968253968245,0.5555555555555556,-0.44822857142857153
Cocciaretto E.,Sconfitto,1.73,2.1,Transylvania Open,1st Round,1,20,0,0.4098095238095238,0.5780346820809249,-0.29102952380952385
Sconfitto,Cocciaretto E.,2.1,1.73,Transylvania Open,1st Round,0,20,0,0.36257142857142854,0.47619047619047616,-0.23860000000000003
Blinkova A.,Sconfitto,1.67,2.2,Transylvania Open,1st Round,1,20,0,0.6186428571428572,0.5988023952095809,0.03313357142857143
Sconfitto,Blinkova A.,2.2,1.67,Transylvania Open,1st Round,0,20,0,0.13846825396825396,0.45454545454545453,-0.6953698412698412
Bogdan A.,Sconfitto,1.62,2.3,Transylvania Open,1st Round,1,20,0,0.666059523809524,0.6172839506172839,0.07901642857142899
Sconfitto,Bogdan A.,2.3,1.62,Transylvania Open,1st Round,0,20,0,0.2478968253968253,0.4347826086956522,-0.4298373015873018
Stearns P.,Sconfitto,1.44,2.75,Transylvania Open,1st Round,1,20,0,0.9771666666666667,0.6944444444444444,0.40712000000000015
Sconfitto,Stearns P.,2.75,1.44,Transylvania Open,1st Round,0,20,0,0.0345,0.36363636363636365,-0.905125
Bronzetti L.,Sconfitto,1.8,2.0,Transylvania Open,1st Round,1,20,0,0.30653968253968245,0.5555555555555556,-0.44822857142857153
Sconfitto,Bronzetti L.,2.0,1.8,Transylvania Open,1st Round,0,20,0,0.49933333333333335,0.5,-0.0013333333333332975
Siniakova K.,Sconfitto,1.36,3.2,Transylvania Open,1st Round,1,20,0,0.8710000000000001,0.7352941176470588,0.18456000000000028
Sconfitto,Siniakova K.,3.2,1.36,Transylvania Open,1st Round,0,20,0,0.1675,0.3125,-0.46399999999999997
Seidel E.,Sconfitto,2.1,1.73,Transylvania Open,1st Round,1,20,0,0.36257142857142854,0.47619047619047616,-0.23860000000000003
Sconfitto,Seidel E.,1.73,2.1,Transylvania Open,1st Round,0,20,0,0.4098095238095238,0.5780346820809249,-0.29102952380952385
Kalinina A.,Sconfitto,1.44,2.75,Transylvania Open,2nd Round,1,20,1,0.96,0.6944444444444444,0.38239999999999985
Sconfitto,Kalinina A.,2.75,1.44,Transylvania Open,2nd Round,0,20,1,0.01,0.36363636363636365,-0.9725
Sasnovich A.,Sconfitto,1.77,2.0,Transylvania Open,2nd Round,1,20,1,0.7054285714285714,0.5649717514124294,0.2486085714285713
Sconfitto,Sasnovich A.,2.0,1.77,Transylvania Open,2nd Round,0,20,1,0.8286666666666668,0.5,0.6573333333333335
Tomova V.,Sconfitto,3.5,1.3,Transylvania Open,2nd Round,1,20,1,0.67,0.2857142857142857,1.3450000000000002
