player1,player2,odds_player1,odds_player2,tournament,round,target,tournament_enc,round_enc,model_prob,book_prob,value
Sconfitto,Paolini J.,3.5,1.3,Porsche Tennis Grand Prix,1st Round,0,17,0,0.04166666666666666,0.2857142857142857,-0.8541666666666667
Navarro E.,Sconfitto,1.29,3.75,Porsche Tennis Grand Prix,1st Round,1,17,0,0.29399999999999993,0.7751937984496123,-0.6207400000000001
Sconfitto,Navarro E.,3.75,1.29,Porsche Tennis Grand Prix,1st Round,0,17,0,0.4158333333333333,0.26666666666666666,0.5593749999999997
Frech M.,Sconfitto,1.36,3.2,Porsche Tennis Grand Prix,1st Round,1,17,0,0.8318452380952381,0.7352941176470588,0.13130952380952388
Sconfitto,Frech M.,3.2,1.36,Porsche Tennis Grand Prix,1st Round,0,17,0,0.18083333333333335,0.3125,-0.4213333333333332
Seidel E.,Sconfitto,1.73,2.1,Porsche Tennis Grand Prix,1st Round,1,17,0,0.7982777777777779,0.5780346820809249,0.3810205555555557
Sconfitto,Seidel E.,2.1,1.73,Porsche Tennis Grand Prix,1st Round,0,17,0,0.7083005050505049,0.47619047619047616,0.48743106060606034
Swiatek I.,Sconfitto,1.02,21.0,Porsche Tennis Grand Prix,2nd Round,1,17,1,0.98,0.9803921568627451,-0.00039999999999995595
Sconfitto,Swiatek I.,21.0,1.02,Porsche Tennis Grand Prix,2nd Round,0,17,1,0.0,0.047619047619047616,-1.0
Mertens E.,Sconfitto,1.8,2.0,Porsche Tennis Grand Prix,2nd Round,1,17,1,0.33299999999999996,0.5555555555555556,-0.40060000000000007
Sconfitto,Mertens E.,2.0,1.8,Porsche Tennis Grand Prix,2nd Round,0,17,1,0.25,0.5,-0.5
Alexandrova E.,Sconfitto,3.5,1.27,Porsche Tennis Grand Prix,2nd Round,1,17,1,0.757,0.2857142857142857,1.6495000000000002
Sconfitto,Alexandrova E.,1.27,3.5,Porsche Tennis Grand Prix,2nd Round,0,17,1,0.205,0.7874015748031495,-0.73965
Paolini J.,Sconfitto,1.14,5.5,Porsche Tennis Grand Prix,2nd Round,1,17,1,0.98,0.8771929824561404,0.11719999999999997
Sconfitto,Paolini J.,5.5,1.14,Porsche Tennis Grand Prix,2nd Round,0,17,1,0.026666666666666665,0.18181818181818182,-0.8533333333333333
Pegula J.,Sconfitto,1.14,5.5,Porsche Tennis Grand Prix,2nd Round,1,17,1,0.98,0.8771929824561404,0.11719999999999997
Sconfitto,Pegula J.,5.5,1.14,Porsche Tennis Grand Prix,2nd Round,0,17,1,0.026666666666666665,0.18181818181818182,-0.8533333333333333
Gauff C.,Sconfitto,1.1,7.0,Porsche Tennis Grand Prix,2nd Round,1,17,1,0.9833333333333334,0.9090909090909091,0.08166666666666678
Sconfitto,Gauff C.,7.0,1.1,Porsche Tennis Grand Prix,2nd Round,0,17,1,0.01,0.14285714285714285,-0.9299999999999999
Ostapenko J.,Sconfitto,2.5,1.53,Porsche Tennis Grand Prix,2nd Round,1,17,1,0.65,0.4,0.625
Sconfitto,Ostapenko J.,1.53,2.5,Porsche Tennis Grand Prix,2nd Round,0,17,1,0.42166666666666663,0.6535947712418301,-0.35485
Alexandrova E.,Sconfitto,2.3,1.62,Porsche Tennis Grand Prix,Quarterfinals,1,17,4,0.8729285714285713,0.4347826086956522,1.007735714285714
Sconfitto,Alexandrova E.,1.62,2.3,Porsche Tennis Grand Prix,Quarterfinals,0,17,4,0.14882539682539686,0.6172839506172839,-0.7589028571428571
Ostapenko J.,Sconfitto,3.5,1.3,Porsche Tennis Grand Prix,Quarterfinals,1,17,4,0.695,0.2857142857142857,1.4324999999999997
Sconfitto,Ostapenko J.,1.3,3.5,Porsche Tennis Grand Prix,Quarterfinals,0,17,4,0.32,0.7692307692307692,-0.584
Sabalenka A.,Sconfitto,1.17,5.0,Porsche Tennis Grand Prix,Quarterfinals,1,17,4,0.7800000000000001,0.8547008547008548,-0.08739999999999992
Sconfitto,Sabalenka A.,5.0,1.17,Porsche Tennis Grand Prix,Quarterfinals,0,17,4,0.08416666666666667,0.2,-0.5791666666666666
Paolini J.,Sconfitto,2.75,1.44,Porsche Tennis Grand Prix,Quarterfinals,1,17,4,0.68,0.36363636363636365,0.8700000000000001
Sconfitto,Paolini J.,1.44,2.75,Porsche Tennis Grand Prix,Quarterfinals,0,17,4,0.341,0.6944444444444444,-0.50896
Ostapenko J.,Sconfitto,2.2,1.67,Porsche Tennis Grand Prix,Semifinals,1,17,5,0.79,0.45454545454545453,0.7380000000000002
Sconfitto,Ostapenko J.,1.67,2.2,Porsche Tennis Grand Prix,Semifinals,0,17,5,0.565,0.5988023952095809,-0.05645000000000011
Sabalenka A.,Sconfitto,1.2,4.5,Porsche Tennis Grand Prix,Semifinals,1,17,5,0.64,0.8333333333333334,-0.23199999999999998
Sconfitto,Sabalenka A.,4.5,1.2,Porsche Tennis Grand Prix,Semifinals,0,17,5,0.02,0.2222222222222222,-0.91
Ostapenko J.,Sconfitto,4.0,1.25,Porsche Tennis Grand Prix,The Final,1,17,6,0.68,0.25,1.7200000000000002
Sconfitto,Ostapenko J.,1.25,4.0,Porsche Tennis Grand Prix,The Final,0,17,6,0.25,0.8,-0.6875
Eala A.,Sconfitto,1.67,2.2,Mutua Madrid Open,1st Round,1,15,0,0.94,0.5988023952095809,0.5697999999999999
Sconfitto,Eala A.,2.2,1.67,Mutua Madrid Open,1st Round,0,15,0,0.6785595238095239,0.45454545454545453,0.49283095238095265
Dolehide C.,Sconfitto,2.38,1.57,Mutua Madrid Open,1st Round,1,15,0,0.30008730158730157,0.42016806722689076,-0.28579222222222234
Sconfitto,Dolehide C.,1.57,2.38,Mutua Madrid Open,1st Round,0,15,0,0.935,0.6369426751592356,0.4679500000000001
Bronzetti L.,Sconfitto,3.0,1.4,Mutua Madrid Open,1st Round,1,15,0,0.3225,0.3333333333333333,-0.03249999999999997
Sconfitto,Bronzetti L.,1.4,3.0,Mutua Madrid Open,1st Round,0,15,0,0.4894166666666667,0.7142857142857143,-0.31481666666666663
Bouzkova M.,Sconfitto,1.8,2.0,Mutua Madrid Open,1st Round,1,15,0,0.9221666666666667,0.5555555555555556,0.6599000000000002
Sconfitto,Bouzkova M.,2.0,1.8,Mutua Madrid Open,1st Round,0,15,0,0.3721666666666666,0.5,-0.2556666666666668
Bouzas Maneiro J.,Sconfitto,2.1,1.73,Mutua Madrid Open,1st Round,1,15,0,0.9083333333333334,0.47619047619047616,0.9075000000000002
Sconfitto,Bouzas Maneiro J.,1.73,2.1,Mutua Madrid Open,1st Round,0,15,0,0.115,0.5780346820809249,-0.80105
Baptiste H.,Sconfitto,1.8,2.0,Mutua Madrid Open,1st Round,1,15,0,0.9221666666666667,0.5555555555555556,0.6599000000000002
Sconfitto,Baptiste H.,2.0,1.8,Mutua Madrid Open,1st Round,0,15,0,0.3721666666666666,0.5,-0.2556666666666668
Boulter K.,Sconfitto,2.2,1.67,Mutua Madrid Open,1st Round,1,15,0,0.6785595238095239,0.45454545454545453,0.49283095238095265
Sconfitto,Boulter K.,1.67,2.2,Mutua Madrid Open,1st Round,0,15,0,0.94,0.5988023952095809,0.5697999999999999
Sun L.,Sconfitto,2.63,1.5,Mutua Madrid Open,1st Round,1,15,0,0.6076071428571427,0.3802281368821293,0.5980067857142852
Sconfitto,Sun L.,1.5,2.63,Mutua Madrid Open,1st Round,0,15,0,0.06,0.6666666666666666,-0.91
Osorio M.,Sconfitto,1.33,3.4,Mutua Madrid Open,1st Round,1,15,0,0.6775119047619047,0.7518796992481203,-0.09890916666666671
Sconfitto,Osorio M.,3.4,1.33,Mutua Madrid Open,1st Round,0,15,0,0.3583373015873015,0.29411764705882354,0.21834682539682504
Stearns P.,Sconfitto,1.44,2.75,Mutua Madrid Open,1st Round,1,15,0,0.8378333333333333,0.6944444444444444,0.20648
Sconfitto,Stearns P.,2.75,1.44,Mutua Madrid Open,1st Round,0,15,0,0.03166666666666666,0.36363636363636365,-0.9129166666666667
Li A.,Sconfitto,2.1,1.73,Mutua Madrid Open,1st Round,1,15,0,0.9083333333333334,0.47619047619047616,0.9075000000000002
Sconfitto,Li A.,1.73,2.1,Mutua Madrid Open,1st Round,0,15,0,0.115,0.5780346820809249,-0.80105
Volynets K.,Sconfitto,1.4,3.0,Mutua Madrid Open,1st Round,1,15,0,0.4894166666666667,0.7142857142857143,-0.31481666666666663
Sconfitto,Volynets K.,3.0,1.4,Mutua Madrid Open,1st Round,0,15,0,0.3225,0.3333333333333333,-0.03249999999999997
Parry D.,Sconfitto,2.2,1.67,Mutua Madrid Open,1st Round,1,15,0,0.6785595238095239,0.45454545454545453,0.49283095238095265
Sconfitto,Parry D.,1.67,2.2,Mutua Madrid Open,1st Round,0,15,0,0.94,0.5988023952095809,0.5697999999999999
Sevastova A.,Sconfitto,3.4,1.33,Mutua Madrid Open,1st Round,1,15,0,0.3583373015873015,0.29411764705882354,0.21834682539682504
Sconfitto,Sevastova A.,1.33,3.4,Mutua Madrid Open,1st Round,0,15,0,0.6775119047619047,0.7518796992481203,-0.09890916666666671
Joint M.,Sconfitto,1.1,7.0,Mutua Madrid Open,1st Round,1,15,0,1.0,0.9090909090909091,0.10000000000000009
Sconfitto,Joint M.,7.0,1.1,Mutua Madrid Open,1st Round,0,15,0,0.0,0.14285714285714285,-1.0
Pera B.,Sconfitto,1.57,2.38,Mutua Madrid Open,1st Round,1,15,0,0.935,0.6369426751592356,0.4679500000000001
Sconfitto,Pera B.,2.38,1.57,Mutua Madrid Open,1st Round,0,15,0,0.30008730158730157,0.42016806722689076,-0.28579222222222234
Parks A.,Sconfitto,2.5,1.53,Mutua Madrid Open,1st Round,1,15,0,0.21088095238095236,0.4,-0.4727976190476191
Sconfitto,Parks A.,1.53,2.5,Mutua Madrid Open,1st Round,0,15,0,0.8676666666666667,0.6535947712418301,0.3275300000000001
Bencic B.,Sconfitto,1.33,3.4,Mutua Madrid Open,1st Round,1,15,0,0.6775119047619047,0.7518796992481203,-0.09890916666666671
Sconfitto,Bencic B.,3.4,1.33,Mutua Madrid Open,1st Round,0,15,0,0.3583373015873015,0.29411764705882354,0.21834682539682504
Carle M.,Sconfitto,2.3,1.62,Mutua Madrid Open,1st Round,1,15,0,0.437685064935065,0.4347826086956522,0.00667564935064946
Sconfitto,Carle M.,1.62,2.3,Mutua Madrid Open,1st Round,0,15,0,0.5073412698412697,0.6172839506172839,-0.17810714285714302
Sakkari M.,Sconfitto,1.53,2.5,Mutua Madrid Open,1st Round,1,15,0,0.8676666666666667,0.6535947712418301,0.3275300000000001
Sconfitto,Sakkari M.,2.5,1.53,Mutua Madrid Open,1st Round,0,15,0,0.21088095238095236,0.4,-0.4727976190476191
Raducanu E.,Sconfitto,1.67,2.2,Mutua Madrid Open,1st Round,1,15,0,0.94,0.5988023952095809,0.5697999999999999
Sconfitto,Raducanu E.,2.2,1.67,Mutua Madrid Open,1st Round,0,15,0,0.6785595238095239,0.45454545454545453,0.49283095238095265
Masarova R.,Sconfitto,1.62,2.3,Mutua Madrid Open,1st Round,1,15,0,0.5073412698412697,0.6172839506172839,-0.17810714285714302
Sconfitto,Masarova R.,2.3,1.62,Mutua Madrid Open,1st Round,0,15,0,0.437685064935065,0.4347826086956522,0.00667564935064946
Blinkova A.,Sconfitto,1.91,1.91,Mutua Madrid Open,1st Round,1,15,0,0.4994334554334554,0.5235602094240838,-0.046082100122100234
Sconfitto,Blinkova A.,1.91,1.91,Mutua Madrid Open,1st Round,0,15,0,0.4994334554334554,0.5235602094240838,-0.046082100122100234
Starodubtseva Y.,Sconfitto,2.3,1.62,Mutua Madrid Open,1st Round,1,15,0,0.437685064935065,0.4347826086956522,0.00667564935064946
Sconfitto,Starodubtseva Y.,1.62,2.3,Mutua Madrid Open,1st Round,0,15,0,0.5073412698412697,0.6172839506172839,-0.17810714285714302
Potapova A.,Sconfitto,1.91,1.91,Mutua Madrid Open,1st Round,1,15,0,0.4994334554334554,0.5235602094240838,-0.046082100122100234
Sconfitto,Potapova A.,1.91,1.91,Mutua Madrid Open,1st Round,0,15,0,0.4994334554334554,0.5235602094240838,-0.046082100122100234
Kudermetova V.,Sconfitto,1.4,3.0,Mutua Madrid Open,1st Round,1,15,0,0.4894166666666667,0.7142857142857143,-0.31481666666666663
Sconfitto,Kudermetova V.,3.0,1.4,Mutua Madrid Open,1st Round,0,15,0,0.3225,0.3333333333333333,-0.03249999999999997
Uchijima M.,Sconfitto,1.62,2.3,Mutua Madrid Open,1st Round,1,15,0,0.5073412698412697,0.6172839506172839,-0.17810714285714302
Sconfitto,Uchijima M.,2.3,1.62,Mutua Madrid Open,1st Round,0,15,0,0.437685064935065,0.4347826086956522,0.00667564935064946
Yastremska D.,Sconfitto,1.57,2.38,Mutua Madrid Open,1st Round,1,15,0,0.935,0.6369426751592356,0.4679500000000001
Sconfitto,Yastremska D.,2.38,1.57,Mutua Madrid Open,1st Round,0,15,0,0.30008730158730157,0.42016806722689076,-0.28579222222222234
Lys E.,Sconfitto,1.5,2.63,Mutua Madrid Open,1st Round,1,15,0,0.06,0.6666666666666666,-0.91
Sconfitto,Lys E.,2.63,1.5,Mutua Madrid Open,1st Round,0,15,0,0.6076071428571427,0.3802281368821293,0.5980067857142852
Danilovic O.,Sconfitto,1.44,2.75,Mutua Madrid Open,1st Round,1,15,0,0.8378333333333333,0.6944444444444444,0.20648
Sconfitto,Danilovic O.,2.75,1.44,Mutua Madrid Open,1st Round,0,15,0,0.03166666666666666,0.36363636363636365,-0.9129166666666667
Andreescu B.,Sconfitto,1.91,1.91,Mutua Madrid Open,1st Round,1,15,0,0.4994334554334554,0.5235602094240838,-0.046082100122100234
Sconfitto,Andreescu B.,1.91,1.91,Mutua Madrid Open,1st Round,0,15,0,0.4994334554334554,0.5235602094240838,-0.046082100122100234
Kartal S.,Sconfitto,2.63,1.5,Mutua Madrid Open,1st Round,1,15,0,0.6076071428571427,0.3802281368821293,0.5980067857142852
Sconfitto,Kartal S.,1.5,2.63,Mutua Madrid Open,1st Round,0,15,0,0.06,0.6666666666666666,-0.91
Frech M.,Sconfitto,3.2,1.36,Mutua Madrid Open,2nd Round,1,15,1,0.644940476190476,0.3125,1.0638095238095233
Sconfitto,Frech M.,1.36,3.2,Mutua Madrid Open,2nd Round,0,15,1,0.24928571428571422,0.7352941176470588,-0.6609714285714287
Vekic D.,Sconfitto,1.91,1.91,Mutua Madrid Open,2nd Round,1,15,1,0.0745,0.5235602094240838,-0.857705
Sconfitto,Vekic D.,1.91,1.91,Mutua Madrid Open,2nd Round,0,15,1,0.0745,0.5235602094240838,-0.857705
Samsonova L.,Sconfitto,1.53,2.5,Mutua Madrid Open,2nd Round,1,15,1,0.9359999999999999,0.6535947712418301,0.43208
Sconfitto,Samsonova L.,2.5,1.53,Mutua Madrid Open,2nd Round,0,15,1,0.20500000000000004,0.4,-0.48749999999999993
Bencic B.,Sconfitto,1.57,2.38,Mutua Madrid Open,2nd Round,1,15,1,0.915,0.6369426751592356,0.4365500000000002
Sconfitto,Bencic B.,2.38,1.57,Mutua Madrid Open,2nd Round,0,15,1,0.3329206349206348,0.42016806722689076,-0.20764888888888922
Kalinskaya A.,Sconfitto,1.62,2.3,Mutua Madrid Open,2nd Round,1,15,1,0.5163095238095238,0.6172839506172839,-0.16357857142857146
Sconfitto,Kalinskaya A.,2.3,1.62,Mutua Madrid Open,2nd Round,0,15,1,0.3368055555555556,0.4347826086956522,-0.22534722222222225
Haddad Maia B.,Sconfitto,2.3,1.62,Mutua Madrid Open,2nd Round,1,15,1,0.3368055555555556,0.4347826086956522,-0.22534722222222225
Sconfitto,Haddad Maia B.,1.62,2.3,Mutua Madrid Open,2nd Round,0,15,1,0.5163095238095238,0.6172839506172839,-0.16357857142857146
Andreeva M.,Sconfitto,1.14,5.5,Mutua Madrid Open,2nd Round,1,15,1,0.92,0.8771929824561404,0.048799999999999955
Sconfitto,Andreeva M.,5.5,1.14,Mutua Madrid Open,2nd Round,0,15,1,0.06,0.18181818181818182,-0.67
Navarro E.,Sconfitto,1.2,4.5,Mutua Madrid Open,2nd Round,1,15,1,0.97,0.8333333333333334,0.16399999999999992
Sconfitto,Navarro E.,4.5,1.2,Mutua Madrid Open,2nd Round,0,15,1,0.0,0.2222222222222222,-1.0
Shnaider D.,Sconfitto,1.57,2.38,Mutua Madrid Open,2nd Round,1,15,1,0.915,0.6369426751592356,0.4365500000000002
Sconfitto,Shnaider D.,2.38,1.57,Mutua Madrid Open,2nd Round,0,15,1,0.3329206349206348,0.42016806722689076,-0.20764888888888922
Noskova L.,Sconfitto,1.44,2.75,Mutua Madrid Open,2nd Round,1,15,1,0.97,0.6944444444444444,0.3967999999999998
Sconfitto,Noskova L.,2.75,1.44,Mutua Madrid Open,2nd Round,0,15,1,0.028333333333333335,0.36363636363636365,-0.9220833333333334
Swiatek I.,Sconfitto,1.13,6.0,Mutua Madrid Open,2nd Round,1,15,1,1.0,0.8849557522123894,0.1299999999999999
Sconfitto,Swiatek I.,6.0,1.13,Mutua Madrid Open,2nd Round,0,15,1,0.0,0.16666666666666666,-1.0
Sevastova A.,Sconfitto,4.0,1.25,Mutua Madrid Open,2nd Round,1,15,1,0.46558333333333335,0.25,0.8623333333333334
Sconfitto,Sevastova A.,1.25,4.0,Mutua Madrid Open,2nd Round,0,15,1,0.5123333333333333,0.8,-0.35958333333333337
Starodubtseva Y.,Sconfitto,2.38,1.57,Mutua Madrid Open,2nd Round,1,15,1,0.3329206349206348,0.42016806722689076,-0.20764888888888922
Sconfitto,Starodubtseva Y.,1.57,2.38,Mutua Madrid Open,2nd Round,0,15,1,0.915,0.6369426751592356,0.4365500000000002
Li A.,Sconfitto,2.2,1.67,Mutua Madrid Open,2nd Round,1,15,1,0.41999999999999993,0.45454545454545453,-0.07600000000000007
Sconfitto,Li A.,1.67,2.2,Mutua Madrid Open,2nd Round,0,15,1,0.5233333333333333,0.5988023952095809,-0.12603333333333344
Keys M.,Sconfitto,1.25,4.0,Mutua Madrid Open,2nd Round,1,15,1,0.5123333333333333,0.8,-0.35958333333333337
Sconfitto,Keys M.,4.0,1.25,Mutua Madrid Open,2nd Round,0,15,1,0.46558333333333335,0.25,0.8623333333333334
Gauff C.,Sconfitto,1.29,3.75,Mutua Madrid Open,2nd Round,1,15,1,0.8740000000000001,0.7751937984496123,0.12746000000000013
Sconfitto,Gauff C.,3.75,1.29,Mutua Madrid Open,2nd Round,0,15,1,0.11333333333333334,0.26666666666666666,-0.575
Kasatkina D.,Sconfitto,1.25,4.0,Mutua Madrid Open,2nd Round,1,15,1,0.5123333333333333,0.8,-0.35958333333333337
Sconfitto,Kasatkina D.,4.0,1.25,Mutua Madrid Open,2nd Round,0,15,1,0.46558333333333335,0.25,0.8623333333333334
Paolini J.,Sconfitto,1.2,4.5,Mutua Madrid Open,2nd Round,1,15,1,0.97,0.8333333333333334,0.16399999999999992
Sconfitto,Paolini J.,4.5,1.2,Mutua Madrid Open,2nd Round,0,15,1,0.0,0.2222222222222222,-1.0
Sakkari M.,Sconfitto,1.67,2.2,Mutua Madrid Open,2nd Round,1,15,1,0.5233333333333333,0.5988023952095809,-0.12603333333333344
Sconfitto,Sakkari M.,2.2,1.67,Mutua Madrid Open,2nd Round,0,15,1,0.41999999999999993,0.45454545454545453,-0.07600000000000007
Kudermetova V.,Sconfitto,1.3,3.5,Mutua Madrid Open,2nd Round,1,15,1,0.76,0.7692307692307692,-0.0119999999999999
Sconfitto,Kudermetova V.,3.5,1.3,Mutua Madrid Open,2nd Round,0,15,1,0.32742857142857146,0.2857142857142857,0.14600000000000013
Sabalenka A.,Sconfitto,1.07,9.0,Mutua Madrid Open,2nd Round,1,15,1,1.0,0.9345794392523364,0.07000000000000006
Sconfitto,Sabalenka A.,9.0,1.07,Mutua Madrid Open,2nd Round,0,15,1,0.0,0.1111111111111111,-1.0
Uchijima M.,Sconfitto,2.3,1.62,Mutua Madrid Open,2nd Round,1,15,1,0.3368055555555556,0.4347826086956522,-0.22534722222222225
Sconfitto,Uchijima M.,1.62,2.3,Mutua Madrid Open,2nd Round,0,15,1,0.5163095238095238,0.6172839506172839,-0.16357857142857146
Alexandrova E.,Sconfitto,1.62,2.3,Mutua Madrid Open,2nd Round,1,15,1,0.5163095238095238,0.6172839506172839,-0.16357857142857146
Sconfitto,Alexandrova E.,2.3,1.62,Mutua Madrid Open,2nd Round,0,15,1,0.3368055555555556,0.4347826086956522,-0.22534722222222225
Stearns P.,Sconfitto,3.2,1.36,Mutua Madrid Open,2nd Round,1,15,1,0.644940476190476,0.3125,1.0638095238095233
Sconfitto,Stearns P.,1.36,3.2,Mutua Madrid Open,2nd Round,0,15,1,0.24928571428571422,0.7352941176470588,-0.6609714285714287
Mertens E.,Sconfitto,1.44,2.75,Mutua Madrid Open,2nd Round,1,15,1,0.97,0.6944444444444444,0.3967999999999998
Sconfitto,Mertens E.,2.75,1.44,Mutua Madrid Open,2nd Round,0,15,1,0.028333333333333335,0.36363636363636365,-0.9220833333333334
Kenin S.,Sconfitto,1.36,3.2,Mutua Madrid Open,2nd Round,1,15,1,0.24928571428571422,0.7352941176470588,-0.6609714285714287
Sconfitto,Kenin S.,3.2,1.36,Mutua Madrid Open,2nd Round,0,15,1,0.644940476190476,0.3125,1.0638095238095233
Potapova A.,Sconfitto,3.2,1.36,Mutua Madrid Open,2nd Round,1,15,1,0.644940476190476,0.3125,1.0638095238095233
Sconfitto,Potapova A.,1.36,3.2,Mutua Madrid Open,2nd Round,0,15,1,0.24928571428571422,0.7352941176470588,-0.6609714285714287
Svitolina E.,Sconfitto,1.2,4.5,Mutua Madrid Open,2nd Round,1,15,1,0.97,0.8333333333333334,0.16399999999999992
Sconfitto,Svitolina E.,4.5,1.2,Mutua Madrid Open,2nd Round,0,15,1,0.0,0.2222222222222222,-1.0
Kostyuk M.,Sconfitto,2.0,1.8,Mutua Madrid Open,2nd Round,1,15,1,0.67,0.5,0.3400000000000001
Sconfitto,Kostyuk M.,1.8,2.0,Mutua Madrid Open,2nd Round,0,15,1,0.16799999999999998,0.5555555555555556,-0.6976
Masarova R.,Sconfitto,2.1,1.73,Mutua Madrid Open,2nd Round,1,15,1,0.895,0.47619047619047616,0.8795000000000002
Sconfitto,Masarova R.,1.73,2.1,Mutua Madrid Open,2nd Round,0,15,1,0.11366666666666667,0.5780346820809249,-0.8033566666666667
Pegula J.,Sconfitto,1.14,5.5,Mutua Madrid Open,2nd Round,1,15,1,0.92,0.8771929824561404,0.048799999999999955
Sconfitto,Pegula J.,5.5,1.14,Mutua Madrid Open,2nd Round,0,15,1,0.06,0.18181818181818182,-0.67
Rybakina E.,Sconfitto,1.29,3.75,Mutua Madrid Open,2nd Round,1,15,1,0.8740000000000001,0.7751937984496123,0.12746000000000013
Sconfitto,Rybakina E.,3.75,1.29,Mutua Madrid Open,2nd Round,0,15,1,0.11333333333333334,0.26666666666666666,-0.575
Shnaider D.,Sconfitto,1.36,3.2,Mutua Madrid Open,3rd Round,1,15,2,0.8046666666666666,0.7352941176470588,0.0943466666666668
Sconfitto,Shnaider D.,3.2,1.36,Mutua Madrid Open,3rd Round,0,15,2,0.13616666666666666,0.3125,-0.5642666666666667
Andreeva M.,Sconfitto,1.07,9.0,Mutua Madrid Open,3rd Round,1,15,2,0.8,0.9345794392523364,-0.1439999999999999
Sconfitto,Andreeva M.,9.0,1.07,Mutua Madrid Open,3rd Round,0,15,2,0.13,0.1111111111111111,0.16999999999999993
Starodubtseva Y.,Sconfitto,3.75,1.29,Mutua Madrid Open,3rd Round,1,15,2,0.77,0.26666666666666666,1.8875000000000002
Sconfitto,Starodubtseva Y.,1.29,3.75,Mutua Madrid Open,3rd Round,0,15,2,0.18,0.7751937984496123,-0.7678
Keys M.,Sconfitto,1.44,2.75,Mutua Madrid Open,3rd Round,1,15,2,0.95,0.6944444444444444,0.3679999999999999
Sconfitto,Keys M.,2.75,1.44,Mutua Madrid Open,3rd Round,0,15,2,0.05166666666666666,0.36363636363636365,-0.8579166666666667
Bencic B.,Sconfitto,1.25,4.0,Mutua Madrid Open,3rd Round,1,15,2,0.8734999999999999,0.8,0.09187499999999993
Sconfitto,Bencic B.,4.0,1.25,Mutua Madrid Open,3rd Round,0,15,2,0.10816666666666666,0.25,-0.5673333333333334
Gauff C.,Sconfitto,1.22,4.33,Mutua Madrid Open,3rd Round,1,15,2,0.96,0.819672131147541,0.17120000000000002
Sconfitto,Gauff C.,4.33,1.22,Mutua Madrid Open,3rd Round,0,15,2,0.05,0.23094688221709006,-0.7835
Swiatek I.,Sconfitto,1.2,4.5,Mutua Madrid Open,3rd Round,1,15,2,0.9633333333333334,0.8333333333333334,0.15599999999999992
Sconfitto,Swiatek I.,4.5,1.2,Mutua Madrid Open,3rd Round,0,15,2,0.03,0.2222222222222222,-0.865
Vekic D.,Sconfitto,3.2,1.36,Mutua Madrid Open,3rd Round,1,15,2,0.13616666666666666,0.3125,-0.5642666666666667
Sconfitto,Vekic D.,1.36,3.2,Mutua Madrid Open,3rd Round,0,15,2,0.8046666666666666,0.7352941176470588,0.0943466666666668
Kostyuk M.,Sconfitto,1.8,2.0,Mutua Madrid Open,3rd Round,1,15,2,0.715,0.5555555555555556,0.2869999999999999
Sconfitto,Kostyuk M.,2.0,1.8,Mutua Madrid Open,3rd Round,0,15,2,0.295,0.5,-0.41000000000000003
Sabalenka A.,Sconfitto,1.13,6.0,Mutua Madrid Open,3rd Round,1,15,2,0.86,0.8849557522123894,-0.028200000000000114
Sconfitto,Sabalenka A.,6.0,1.13,Mutua Madrid Open,3rd Round,0,15,2,0.08,0.16666666666666666,-0.52
Sakkari M.,Sconfitto,3.4,1.33,Mutua Madrid Open,3rd Round,1,15,2,0.6216666666666667,0.29411764705882354,1.1136666666666666
Sconfitto,Sakkari M.,1.33,3.4,Mutua Madrid Open,3rd Round,0,15,2,0.3,0.7518796992481203,-0.601
Potapova A.,Sconfitto,1.91,1.91,Mutua Madrid Open,3rd Round,1,15,2,0.7428333333333335,0.5235602094240838,0.4188116666666668
Sconfitto,Potapova A.,1.91,1.91,Mutua Madrid Open,3rd Round,0,15,2,0.7428333333333335,0.5235602094240838,0.4188116666666668
Uchijima M.,Sconfitto,5.5,1.14,Mutua Madrid Open,3rd Round,1,15,2,0.63,0.18181818181818182,2.465
Sconfitto,Uchijima M.,1.14,5.5,Mutua Madrid Open,3rd Round,0,15,2,0.35,0.8771929824561404,-0.601
Stearns P.,Sconfitto,1.8,2.0,Mutua Madrid Open,3rd Round,1,15,2,0.715,0.5555555555555556,0.2869999999999999
Sconfitto,Stearns P.,2.0,1.8,Mutua Madrid Open,3rd Round,0,15,2,0.295,0.5,-0.41000000000000003
Svitolina E.,Sconfitto,2.1,1.73,Mutua Madrid Open,3rd Round,1,15,2,0.7,0.47619047619047616,0.47
Sconfitto,Svitolina E.,1.73,2.1,Mutua Madrid Open,3rd Round,0,15,2,0.16,0.5780346820809249,-0.7232000000000001
Alexandrova E.,Sconfitto,1.53,2.5,Mutua Madrid Open,3rd Round,1,15,2,0.99,0.6535947712418301,0.5146999999999999
Sconfitto,Alexandrova E.,2.5,1.53,Mutua Madrid Open,3rd Round,0,15,2,0.12333333333333332,0.4,-0.6916666666666667
Andreeva M.,Sconfitto,1.08,8.0,Mutua Madrid Open,4th Round,1,15,3,0.81,0.9259259259259258,-0.12519999999999987
Sconfitto,Andreeva M.,8.0,1.08,Mutua Madrid Open,4th Round,0,15,3,0.36,0.125,1.88
Gauff C.,Sconfitto,1.44,2.75,Mutua Madrid Open,4th Round,1,15,3,0.98,0.6944444444444444,0.4112
Sconfitto,Gauff C.,2.75,1.44,Mutua Madrid Open,4th Round,0,15,3,0.02,0.36363636363636365,-0.945
